UBE2C	7.86842253070139	+
BUB1	7.66426461436557	+
PLK1	7.62736680860693	+
TRIP13	7.46682495112252	+
SDCCAG3	7.42708791254336	+
TPX2	7.3801778949763	+
CEP85	7.35605138656357	+
MKI67	7.34845145949098	+
DNMT3B	7.32149766003818	+
FEN1	7.29483264553187	+
ATRIP	7.23788618049807	+
SPAG5	7.12097683968864	+
CCNA2	7.02368667534283	+
TACC3	6.90908423277854	+
WHSC1	6.86259097581238	+
NLE1	6.85959890940973	+
CDR2L	6.85886343613195	+
CIT	6.8423402974696	+
CDC45	6.80855518060151	+
CENPF	6.78245749097048	+
PCNT	6.75499991793561	+
HIST1H3B	6.73249792891808	+
ANLN	6.72683095684137	+
MIF4GD	6.70625118175074	+
KIF20A	6.70077929553586	+
STMN1	6.67258577175637	+
LOC729324	6.66797775549565	+
TK1	6.6581998544462	+
DLGAP5	6.64730818523237	+
DEPDC1B	6.62392581038786	+
LMNB2	6.61207075326683	+
SKA3	6.59729448490318	+
CDC20	6.57561828814494	+
PUS1	6.57188615713736	+
GTSE1	6.56041075708604	+
UBE2T	6.55594602856176	+
TMEM186	6.54629948564196	+
C9ORF69	6.54469804849083	+
KIF14	6.52492231748714	+
ERCC6L	6.47899129049603	+
PRC1	6.4601549370075	+
UBE2S	6.40580651390425	+
NCAPH	6.34526486859578	+
BOP1	6.33738576055779	+
RRP9	6.30753054664961	+
CDCA2	6.27729963447324	+
HIST1H2AM	6.24435433813056	+
EARS2	6.24268930250984	+
CDCA5	6.23347675508531	+
SUV39H1	6.22843148087156	+
NCAPG	6.19992060496229	+
RCC1	6.17134070326834	+
ANAPC11	6.16996774840488	+
CDC25A	6.15660273177414	+
BIRC5	6.15483163710895	+
CDKN3	6.13735676427746	+
PTGES2	6.13225896881294	+
BUB1B	6.12025643445382	+
RNASEH2A	6.10832249306913	+
TMEM132A	6.09769430169954	+
TRAF2	6.09624519876793	+
ASPM	6.09267906059991	+
RRM2	6.0899166305003	+
POLE3	6.06022912967788	+
DYRK2	6.05388990089883	+
SNHG15	6.03879445233848	+
SGOL1	6.02088104870847	+
KIF4A	6.01731269853786	+
RACGAP1	6.01222965093949	+
TROAP	5.99744915461692	+
MYBL2	5.98035045990241	+
HN1	5.95033866669294	+
KIF2C	5.94716503139765	+
TOP2A	5.94680943056873	+
LOC727799	5.94333222652555	+
ESM1	5.92501746999863	+
FAM72A	5.9048385609917	+
SLC22A15	5.89785422881705	+
KIF4B	5.8839629410559	+
CKAP2L	5.88311302277919	+
RUSC1-AS1	5.87640127829571	+
CENPL	5.872628394014	+
LRRC14	5.86861264306411	+
TMEM63C	5.83843916920777	+
NEIL3	5.8374939478718	+
EXO1	5.8369767625241	+
SLC2A8	5.83628167005658	+
APLNR	5.82810327159594	+
MELK	5.82693637195671	+
E2F8	5.82620734046996	+
NUSAP1	5.81796577308777	+
PRDM15	5.81145631281767	+
CEP55	5.80454053076672	+
DPH2	5.8003964854281	+
CDPF1	5.79625504024791	+
KIF11	5.78647267737871	+
PYCRL	5.77920862925173	+
MEX3A	5.77466044470997	+
CASC5	5.76734730286577	+
P2RY11	5.76211690089902	+
PPAP2B	8.46243319469547	-
FRMD6	8.49174526519952	-
ILK	8.49470913873008	-
DPYSL3	8.49756243649953	-
FBXO32	8.53230315875598	-
EYA1	8.5769825843828	-
TIMP3	8.59038970428578	-
KRT15	8.60366323365258	-
ATP2B4	8.6614406772105	-
CACHD1	8.67173657170996	-
PI15	8.81161909760453	-
GSTM5P1	8.831148036792	-
ASB5	8.84746073816394	-
PAK1IP1	8.93766019045481	-
DDR2	9.01375274820452	-
CD38	9.13318397405871	-
FBLN1	9.15952020014081	-
POPDC2	9.19584604440852	-
KIT	9.21032129899792	-
SPARCL1	9.23543577056651	-
MRVI1	9.24134027997489	-
ADRA1A	9.30033436908054	-
ABCA8	9.35100253766825	-
CPA3	9.35886675461492	-
EDNRA	9.37877054272124	-
NCAPD3	9.41701901294049	-
SELE	9.44978914143779	-
EYA4	9.51772742024901	-
TGFB3	9.5554011145201	-
PAMR1	9.63644004450887	-
ABCC9	9.63752999481908	-
LMO3	9.67419432499828	-
FERMT2	9.69874371870813	-
CES1	9.71575706918529	-
PDGFC	9.74962482826359	-
PALLD	9.78570631700466	-
LRCH2	9.86457289318145	-
GLB1L3	9.94300604414487	-
ITGA5	10.0342454095572	-
MFAP4	10.0588581850953	-
PGR	10.3254615874975	-
ANO7	10.3385160437776	-
AOX1	10.5368168858551	-
WFDC1	10.5438913713303	-
AOC3	10.5474802158646	-
SLC8A1	10.5945547555311	-
OLFM4	10.6478668712333	-
MOXD1	10.6499239589346	-
FAM176C	10.6862540131311	-
TCEAL2	10.7458767155007	-
CALD1	10.793426721771	-
ALDH1A2	10.8504134873686	-
SPOCK3	10.9516572288066	-
HSPB8	10.9978857605635	-
GNAL	11.112149890352	-
GSTM2	11.2190949309784	-
MYOCD	11.2475427049055	-
MYLK	11.2829619370876	-
ITGA8	11.4425125946707	-
FLNA	11.514670469752	-
MKX	11.5248087389329	-
GSTM5	11.5477341629433	-
VWA5A	11.7923670736873	-
PTPLA	11.8761656242606	-
SCN7A	11.9878860571333	-
TCF21	12.1684655745395	-
FLNC	12.3750546570507	-
CSRP1	12.9336950413619	-
LTF	13.1348523475171	-
PTGER2	13.1663357734572	-
SRD5A2	13.2821086628824	-
PLN	13.3581749913521	-
SPG20	13.7151894274796	-
SLC14A1	13.9399913196187	-
NEXN	14.0257466959058	-
CRISPLD2	14.0929491067677	-
MSRB3	14.1559972560327	-
LMOD1	14.313664945954	-
ACTA2	14.5806276193128	-
TRPC4	14.8612414166832	-
TNS1	15.2107122665779	-
TPM2	15.2363556370049	-
PGM5P2	15.3463079852643	-
MEIS1	15.6655980643008	-
CNTN1	16.0122555669569	-
CHRDL1	16.2452657564173	-
FHL1	16.2624723415313	-
DES	17.5064523573428	-
MEIS2	17.9670076100762	-
SORBS1	18.6875957488517	-
MYL9	18.7134443513301	-
SYNM	19.2072957313451	-
LOC729468	19.3597833494445	-
PGM5	19.5914426799251	-
TAGLN	19.7650612520562	-
PCP4	20.6516457742364	-
PDE5A	21.8668309305729	-
CNN1	26.674341729913	-
MYH11	31.6098430860627	-
ACTG2	42.4374548148966	-
