GAPDH	11.1060626739756	+
AR	10.0608191367617	+
STC1	7.89809435140443	+
RALA	7.78493429438186	+
TFRC	7.67351359136933	+
HBA1	7.38013671231061	+
HBA2	7.38013671231061	+
HBB	7.3274115054423	+
SPP1	7.31509877794327	+
LARP1	7.110030685428	+
EIF1AX	6.79569229394721	+
SEL1L	6.76491913864404	+
HSPD1	6.57809487012263	+
SLC7A5	6.43148691359363	+
CELF1	6.42282315889875	+
GRAMD4	6.32791192145634	+
BASP1	6.30127446003375	+
CCNE2	6.24021971062473	+
HIST1H3H	6.12093980036583	+
P4HA1	6.01133032285382	+
GUSBP3	5.96705708668213	+
HSPA1B	5.93764855662644	+
BPTF	5.91315600682698	+
DUSP8	5.88152072253706	+
S100A8	5.84018891125666	+
TRIO	5.80590646788753	+
UBE2C	5.8052953168245	+
G3BP1	5.77006629694961	+
CBLB	5.76138338263634	+
MNX1	5.71360193182328	+
SMG1	5.71097432103648	+
HSPA1A	5.66420362714774	+
FSCN1	5.62092416586518	+
KIAA1245	5.58652937438769	+
LOC100288142	5.58652937438769	+
LOC100506032	5.58652937438769	+
NBPF1	5.58652937438769	+
NBPF10	5.58652937438769	+
NBPF11	5.58652937438769	+
NBPF12	5.58652937438769	+
NBPF14	5.58652937438769	+
NBPF15	5.58652937438769	+
NBPF16	5.58652937438769	+
NBPF24	5.58652937438769	+
NBPF8	5.58652937438769	+
NBPF9	5.58652937438769	+
HSP90AA1	5.58027711209316	+
MTF2	5.55757054049242	+
CAMTA1	5.53534158053925	+
AP2B1	5.52534879528496	+
SLC4A7	5.49858024623426	+
RNF216L	5.41003857785198	+
HBD	5.39179407321062	+
UBFD1	5.35710223589899	+
SLC16A6	5.30734390743552	+
VCAN	5.30715760117135	+
MLF1	5.29844756832111	+
AKAP2	5.2929803512417	+
PALM2-AKAP2	5.2929803512417	+
GRB2	5.2656067498151	+
LYN	5.24175297124523	+
SULT1A2	5.21011577270858	+
SULT1A3	5.21011577270858	+
SULT1A4	5.21011577270858	+
LRRC37A3	5.18711658296219	+
PRKRIP1	5.18668711058065	+
DDIT4	5.15869100968884	+
AK4	5.13107468392463	+
EIF2C2	5.10579575180255	+
RRAGD	5.09866322355517	+
WSB1	5.09387110413901	+
PPP3CA	5.08208341015119	+
U2AF1	5.07142393553283	+
ATXN2	5.05232740552636	+
NEAT1	5.04947479413904	+
TUBA1B	4.96711516060081	+
SPAG9	4.94837591611515	+
PVT1	4.94359519333865	+
TMSB10	4.93285874708125	+
TPX2	4.93009286425046	+
GSK3B	4.91410935658897	+
LDHA	4.90862528330967	+
MVD	4.90799269892968	+
RHOQ	4.90068538449051	+
PMS2P3	4.8857951465433	+
ASNS	4.87664368154039	+
TYRO3	4.86947074562678	+
CKS2	4.85161116972156	+
FOXM1	4.84250817871072	+
SOD1	4.82153566119789	+
ZMYND8	4.81327111271878	+
PKN2	4.81121938909234	+
LILRB3	4.80743226843395	+
ADM	4.79798901799626	+
DCAF7	4.7968398483145	+
PGK1	4.77672440009454	+
SGTA	4.75066194827703	+
LOC647979	4.7437117360257	+
UGCG	4.71103278258529	+
CDKN3	4.66844401190543	+
GSTM1	4.88143517383397	-
OS9	4.93483117510524	-
DDAH2	4.95146033793052	-
PFN1	4.96416771713919	-
SMTN	4.96993572163961	-
EGR2	4.99948163651705	-
ATP5A1	5.01063072944977	-
SH3BGRL	5.01107752255373	-
SYNM	5.01550288819857	-
GSTP1	5.0401160869909	-
GOLGA8A	5.06009451031409	-
WFDC2	5.11891913827381	-
KAT5	5.13089588747942	-
TGFB1I1	5.19325326680131	-
PDLIM4	5.20614728614215	-
PTGS2	5.23751368313766	-
PRSS8	5.2411968700674	-
AGL	5.24437653910283	-
ACTA1	5.24556609576939	-
PBXIP1	5.25255750477827	-
ACTC1	5.27400834241802	-
PTPRN2	5.28519446176968	-
LTF	5.32572850348496	-
FHL2	5.32852852162132	-
ZCCHC24	5.33239463846202	-
AXL	5.37839005557501	-
MSMB	5.39473175324182	-
PPP1R12B	5.40186860713534	-
ETHE1	5.43537391398496	-
C9ORF3	5.46865112298831	-
SFRP1	5.47096913336391	-
IQGAP2	5.485394102682	-
KCNN4	5.524456162566	-
SLC12A4	5.55668487441029	-
TPM1	5.58456972615369	-
FOXF1	5.61455744591038	-
CHRDL1	5.7435579994871	-
AIM1	5.77422562184381	-
RLN1	5.9044700382742	-
GSTT2B	5.91026044637222	-
GSTT2	5.91026044637222	-
MEIS2	5.91198543649185	-
HDAC9	5.933478545337	-
EDNRA	5.94835715807068	-
PLN	5.95219788168704	-
EFS	6.00398650981865	-
IGFBP2	6.00984899247832	-
BCAS1	6.02942147010135	-
MMP7	6.03872311406502	-
MOXD1	6.06249658241844	-
FUCA1	6.25557628092855	-
MAOB	6.29887908550159	-
EGR3	6.36690395779431	-
ME3	6.36912673909955	-
FLNA	6.38025682867592	-
NBL1	6.42098032152144	-
ILK	6.42819115575247	-
FHL1	6.44372255657335	-
ISL1	6.4455380943358	-
DUSP1	6.44651686806507	-
RRAS	6.45533813412869	-
FMOD	6.45849396677115	-
IER2	6.52365453939361	-
MYLK	6.54324054422542	-
MEIS1	6.55307277970589	-
TAGLN	6.5972498932294	-
ACTA2	6.62717348466901	-
LMOD1	6.69344219584941	-
FLNC	6.69418619370765	-
PAMR1	6.75670013942938	-
TPSD1	6.79754023161203	-
PTGDS	6.8395329219026	-
MFAP4	6.89588173038263	-
PTN	6.92469826751698	-
UPK3A	6.97816239900761	-
ALOX15B	7.09752079850454	-
TPM2	7.14727450032774	-
BTG2	7.21385852267782	-
CIRBP	7.21499563212643	-
MATN2	7.2222717409475	-
ZFP36	7.28198097879386	-
EPHB6	7.29277964382842	-
FOS	7.30228539712607	-
IGFBP6	7.44222218321269	-
NR4A1	7.64610801328658	-
TCF21	8.01251485688716	-
PAGE4	8.23750100645196	-
FOSB	8.30080404014637	-
MYH11	8.38676715684565	-
MYL9	8.44649643218854	-
CNN1	8.47423206513748	-
DES	8.63398808301018	-
CSRP1	8.78858324878443	-
KRT5	8.81862398970781	-
KRT15	9.45228489590921	-
PCP4	9.51165164552779	-
KLK11	9.53686313760657	-
C10ORF116	9.62989290189737	-
NEFH	10.2070648909287	-
ACTG2	10.3099182565315	-
