Event	Type	TCGA-BH-A0B4	TCGA-E2-A1B5	TCGA-AO-A12D	TCGA-BH-A0DS	TCGA-B6-A0RO	TCGA-A2-A0EW	TCGA-E2-A1BD	TCGA-BH-A0HW	TCGA-AO-A12F	TCGA-BH-A0HK	TCGA-AN-A0AJ	TCGA-C8-A1HG	TCGA-A8-A09X	TCGA-B6-A0IH	TCGA-AN-A0AL	TCGA-A7-A0DB	TCGA-AO-A03L	TCGA-AO-A0JF	TCGA-AO-A0JD	TCGA-A8-A07O	TCGA-AO-A12B	TCGA-E2-A14Q	TCGA-E2-A152	TCGA-B6-A0RE	TCGA-AQ-A04J	TCGA-BH-A0C0	TCGA-BH-A0BO	TCGA-A8-A09T	TCGA-A8-A091	TCGA-A2-A0YF	TCGA-E2-A15M	TCGA-AQ-A04H	TCGA-AO-A0JB	TCGA-B6-A0WV	TCGA-B6-A0X7	TCGA-A8-A084	TCGA-A8-A09N	TCGA-AN-A0FS	TCGA-BH-A0EE	TCGA-A2-A0EO	TCGA-AR-A1AV	TCGA-A8-A0A9	TCGA-A8-A07Z	TCGA-AN-A04A	TCGA-D8-A13Y	TCGA-E2-A1B1	TCGA-AR-A1AN	TCGA-AO-A0JM	TCGA-AN-A0XP	TCGA-BH-A0EA	TCGA-AO-A0JI	TCGA-AO-A126	TCGA-A2-A0YL	TCGA-BH-A0HU	TCGA-BH-A0AU	TCGA-AO-A124	TCGA-A8-A097	TCGA-BH-A18P	TCGA-BH-A1EW	TCGA-AO-A12H	TCGA-E2-A14W	TCGA-E2-A158	TCGA-B6-A0X0	TCGA-BH-A0BC	TCGA-E2-A14Z	TCGA-BH-A0DG	TCGA-BH-A18I	TCGA-A8-A09G	TCGA-C8-A12P	TCGA-C8-A131	TCGA-E2-A14S	TCGA-E2-A154	TCGA-AN-A0FK	TCGA-BH-A0DE	TCGA-BH-A0HI	TCGA-C8-A1HI	TCGA-BH-A0AY	TCGA-C8-A12K	TCGA-AN-A0XV	TCGA-BH-A0EI	TCGA-A2-A0T6	TCGA-A2-A0SU	TCGA-C8-A133	TCGA-BH-A0BA	TCGA-A2-A0EY	TCGA-AR-A0TX	TCGA-AN-A0FW	TCGA-A8-A09C	TCGA-BH-A0BV	TCGA-BH-A0C7	TCGA-A8-A06Y	TCGA-B6-A0RG	TCGA-A8-A08B	TCGA-AR-A1AI	TCGA-A8-A07U	TCGA-A8-A086	TCGA-AR-A0TV	TCGA-BH-A0DO	TCGA-BH-A0E0	TCGA-BH-A1EU	TCGA-BH-A0BT	TCGA-BH-A0BF	TCGA-B6-A0IN	TCGA-E2-A156	TCGA-BH-A1ES	TCGA-A8-A082	TCGA-AN-A0AR	TCGA-BH-A0BR	TCGA-BH-A0C3	TCGA-A7-A0D9	TCGA-E2-A15A	TCGA-B6-A0IP	TCGA-B6-A0X5	TCGA-B6-A0WT	TCGA-B6-A0X4	TCGA-B6-A0WS	TCGA-BH-A0DK	TCGA-A8-A095	TCGA-A8-A08T	TCGA-E2-A10F	TCGA-C8-A12M	TCGA-C8-A12X	TCGA-AR-A1AP	TCGA-BH-A1EO	TCGA-BH-A1F0	TCGA-A2-A0D3	TCGA-A2-A04X	TCGA-A2-A0SY	TCGA-A8-A06Z	TCGA-A2-A0CL	TCGA-A2-A0EU	TCGA-A8-A07B	TCGA-A2-A0EM	TCGA-A2-A0T0	TCGA-E2-A15H	TCGA-A2-A04V	TCGA-E2-A107	TCGA-BH-A0GY	TCGA-A8-A07W	TCGA-A2-A0ES	TCGA-A8-A07I	TCGA-AN-A0FF	TCGA-C8-A12Z	TCGA-AO-A0J8	TCGA-BH-A0W4	TCGA-A2-A0T4	TCGA-AN-A0XT	TCGA-B6-A0RU	TCGA-AO-A03T	TCGA-A7-A0CD	TCGA-AR-A0TS	TCGA-AR-A0U4	TCGA-AR-A1AL	TCGA-AN-A0XR	TCGA-BH-A0H6	TCGA-D8-A142	TCGA-C8-A12T	TCGA-C8-A135	TCGA-BH-A0HP	TCGA-A8-A06T	TCGA-A8-A075	TCGA-AR-A1AX	TCGA-E2-A14O	TCGA-E2-A150	TCGA-AR-A1AJ	TCGA-C8-A12V	TCGA-B6-A0RI	TCGA-A8-A06N	TCGA-A2-A0CT	TCGA-B6-A0IA	TCGA-A2-A0CV	TCGA-A8-A094	TCGA-B6-A0IC	TCGA-BH-A0AV	TCGA-BH-A0B7	TCGA-A2-A04Q	TCGA-A8-A08I	TCGA-AN-A0FY	TCGA-BH-A18S	TCGA-AO-A125	TCGA-B6-A0IE	TCGA-B6-A0RM	TCGA-AN-A0XN	TCGA-A8-A09Q	TCGA-BH-A0BL	TCGA-BH-A18V	TCGA-AN-A04D	TCGA-B6-A0RQ	TCGA-C8-A1HM	TCGA-AO-A03V	TCGA-B6-A0I9	TCGA-A8-A0A1	TCGA-E2-A15K	TCGA-AO-A0J6	TCGA-A2-A0YH	TCGA-A8-A06P	TCGA-A1-A0SO	TCGA-BH-A18K	TCGA-BH-A0BJ	TCGA-AR-A1AR	TCGA-A8-A07F	TCGA-A8-A092	TCGA-A2-A0YD	TCGA-A2-A0CP	TCGA-A2-A0D1	TCGA-B6-A0IM	TCGA-A8-A0A7	TCGA-A2-A0T2	TCGA-BH-A18M	TCGA-E2-A1BC	TCGA-A2-A0CZ	TCGA-BH-A0E7	TCGA-AO-A0J4	TCGA-BH-A0DI	TCGA-A8-A07G	TCGA-A8-A08O	TCGA-A8-A090	TCGA-B6-A0IK	TCGA-BH-A0HB	TCGA-BH-A0DT	TCGA-B6-A0WX	TCGA-AR-A0U2	TCGA-AR-A0TQ	TCGA-A8-A09B	TCGA-B6-A0WZ	TCGA-AO-A03R	TCGA-BH-A0B0	TCGA-E2-A10B	TCGA-B6-A0I5	TCGA-E2-A15O	TCGA-AO-A0J2	TCGA-A2-A0EQ	TCGA-B6-A0RS	TCGA-A1-A0SE	TCGA-BH-A0B3	TCGA-AO-A12E	TCGA-E2-A1B6	TCGA-BH-A0E9	TCGA-D8-A145	TCGA-BH-A0DX	TCGA-AN-A0FL	TCGA-A7-A0CJ	TCGA-BH-A0HX	TCGA-C8-A12N	TCGA-AO-A0JC	TCGA-A8-A085	TCGA-BH-A0DH	TCGA-D8-A147	TCGA-A8-A099	TCGA-A8-A08X	TCGA-AO-A12A	TCGA-AO-A0JE	TCGA-A7-A0DA	TCGA-B6-A0IO	TCGA-BH-A0BP	TCGA-BH-A0C1	TCGA-E2-A15P	TCGA-BH-A18U	TCGA-A8-A081	TCGA-A8-A07P	TCGA-E2-A1B0	TCGA-BH-A0B5	TCGA-BH-A0DZ	TCGA-BH-A18J	TCGA-AO-A0JA	TCGA-A7-A0CH	TCGA-A2-A0YK	TCGA-BH-A0B9	TCGA-BH-A0DP	TCGA-BH-A0E1	TCGA-BH-A0W7	TCGA-AO-A0J9	TCGA-A8-A07L	TCGA-AN-A0FD	TCGA-AO-A129	TCGA-A1-A0SK	TCGA-AO-A0JJ	TCGA-A1-A0SM	TCGA-A8-A0A2	TCGA-AO-A0JL	TCGA-D8-A13Z	TCGA-AN-A0FZ	TCGA-A2-A0YG	TCGA-C8-A1HL	TCGA-BH-A0WA	TCGA-E2-A14Y	TCGA-AN-A03Y	TCGA-AN-A0FJ	TCGA-A7-A13F	TCGA-C8-A130	TCGA-E2-A155	TCGA-A8-A09M	TCGA-A8-A096	TCGA-A2-A0SX	TCGA-AN-A03X	TCGA-AN-A049	TCGA-A2-A0CM	TCGA-A8-A083	TCGA-A8-A07R	TCGA-BH-A0W3	TCGA-C8-A12U	TCGA-AR-A1AW	TCGA-BH-A0BS	TCGA-E2-A14V	TCGA-AR-A0TY	TCGA-C8-A1HF	TCGA-E2-A14X	TCGA-E2-A159	TCGA-AO-A12G	TCGA-BH-A0DL	TCGA-E2-A14R	TCGA-E2-A153	TCGA-BH-A0BG	TCGA-BH-A0BD	TCGA-AR-A1AH	TCGA-BH-A0AZ	TCGA-A8-A08A	TCGA-E2-A1B4	TCGA-A2-A0T7	TCGA-A2-A0SV	TCGA-BH-A0BW	TCGA-A8-A09I	TCGA-B6-A0IQ	TCGA-BH-A0H3	TCGA-C8-A12L	TCGA-AN-A0XW	TCGA-A8-A09D	TCGA-AN-A0FV	TCGA-BH-A0BQ	TCGA-A8-A079	TCGA-A2-A0EX	TCGA-BH-A0RX	TCGA-E2-A105	TCGA-BH-A18Q	TCGA-A7-A13D	TCGA-BH-A0DD	TCGA-AN-A0AM	TCGA-BH-A1EV	TCGA-E2-A10E	TCGA-C8-A132	TCGA-C8-A12Q	TCGA-AN-A0AS	TCGA-B6-A0IB	TCGA-E2-A108	TCGA-AN-A0XU	TCGA-BH-A0H9	TCGA-E2-A10C	TCGA-A2-A0EN	TCGA-A2-A0D4	TCGA-A2-A0CS	TCGA-E2-A15E	TCGA-BH-A1ET	TCGA-C8-A12W	TCGA-C8-A138	TCGA-A2-A04Y	TCGA-A2-A0CQ	TCGA-A2-A0D2	TCGA-AR-A0TR	TCGA-AR-A0U3	TCGA-A2-A0T3	TCGA-E2-A15G	TCGA-C8-A12Y	TCGA-A8-A08R	TCGA-A8-A093	TCGA-A2-A0ST	TCGA-A2-A0D0	TCGA-A7-A0CE	TCGA-B6-A0RV	TCGA-A8-A0AB	TCGA-AR-A1AQ	TCGA-E2-A15I	TCGA-A8-A08G	TCGA-A2-A04P	TCGA-B6-A0RL	TCGA-AR-A1AK	TCGA-E2-A15C	TCGA-BH-A18H	TCGA-E2-A109	TCGA-A8-A07J	TCGA-AO-A0JG	TCGA-E2-A14N	TCGA-A2-A04W	TCGA-A2-A04N	TCGA-BH-A0AW	TCGA-BH-A18N	TCGA-A2-A0EV	TCGA-A2-A0SW	TCGA-D8-A141	TCGA-AO-A03O	TCGA-A2-A0T1	TCGA-AN-A0FN	TCGA-B6-A0RH	TCGA-AO-A03U	TCGA-BH-A18T	TCGA-E2-A14P	TCGA-AO-A0J7	TCGA-C8-A134	TCGA-AN-A0FX	TCGA-A2-A0YI	TCGA-AQ-A04L	TCGA-AR-A1AY	TCGA-A8-A06O	TCGA-BH-A18R	TCGA-B6-A0RN	TCGA-AN-A0XS	TCGA-E2-A15R	TCGA-BH-A0HO	TCGA-BH-A0DQ	TCGA-BH-A0H5	TCGA-AR-A1AS	TCGA-BH-A0H0	TCGA-A8-A0AD	TCGA-A8-A08H	TCGA-AR-A0TP	TCGA-A2-A0YM	TCGA-AR-A0U1	TCGA-A1-A0SJ	TCGA-A8-A07C	TCGA-AN-A0XO	TCGA-A8-A08Z	TCGA-BH-A0BM	TCGA-BH-A18F	TCGA-AR-A1AU	TCGA-A8-A07E	TCGA-A2-A0YC	TCGA-BH-A18L	TCGA-BH-A0BZ	TCGA-A2-A04R	TCGA-BH-A0GZ	TCGA-B6-A0IJ	TCGA-A8-A08L	TCGA-E2-A15J	TCGA-A7-A0CG	TCGA-A8-A076	TCGA-B6-A0WY	TCGA-B6-A0RP	TCGA-AN-A0FT	TCGA-A1-A0SD	TCGA-BH-A0HA	TCGA-E2-A10A	TCGA-A2-A0ET	TCGA-A2-A0CU	TCGA-AN-A041	TCGA-BH-A0H7	TCGA-AR-A0TT	TCGA-B6-A0WW	TCGA-BH-A0W5	TCGA-B6-A0I2	TCGA-AO-A03N	TCGA-A8-A06Q	TCGA-AN-A04C	TCGA-A8-A0A4	TCGA-AR-A0TZ	TCGA-A8-A08J	TCGA-A1-A0SH	TCGA-B6-A0RT	TCGA-AR-A1AO	TCGA-A8-A09A	TCGA-BH-A0E6	TCGA-AN-A0XL	TCGA-AO-A0J3	TCGA-A8-A09R	TCGA-A2-A0ER
GOLPH3L	AMPLIFICATION	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NOTCH2	AMPLIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDM4	AMPLIFICATION	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGD5	AMPLIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD17	AMPLIFICATION	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT5	AMPLIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP1	AMPLIFICATION	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1
WHSC1L1	AMPLIFICATION	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1
